project name,compile,gradle version,flaky tests,total tests,successful tests,failed tests,skipped tests,time (minutes)
microsoft/thrifty:thrifty-compiler-plugins,error with test,8.3,error,,,,,8
microsoft/thrifty:thrifty-example-postprocessor,error with test,8.3,error,,,,,8
microsoft/thrifty:thrifty-gradle-plugin,error with test,8.3,error,,,,,9
microsoft/thrifty:thrifty-integration-tests,error with test,8.3,error,,,,,9
microsoft/thrifty:thrifty-java-codegen,error with test,8.3,error,,,,,9
microsoft/thrifty:thrifty-kotlin-codegen,error with test,8.3,error,,,,,9
microsoft/thrifty:thrifty-runtime,error with test,8.3,error,,,,,9
microsoft/thrifty:thrifty-schema,error with test,8.3,error,,,,,10
microsoft/thrifty:thrifty-test-server,error with test,8.3,error,,,,,10
threedr3am/ZhouYu,F,,N/A,,,,,0
allegro/axion-release-plugin,error with test,6.9.1,error,,,,,8
lessthanoptimal/ejml:examples,error with test,7.3.3,error,,,,,6
lessthanoptimal/ejml:main,error with test,7.3.3,error,,,,,7
lessthanoptimal/ejml:regression,error with test,7.3.3,error,,,,,7
bmuschko/gradle-in-action-source,F,1.7,N/A,,,,,0
Kotlin/dukat,F,6.8.3,N/A,,,,,0
CaffeineMC/hydrogen-fabric,F,7.1,N/A,,,,,0
TNG/ArchUnit-Examples:example-junit4,T,7.2,0,108,0,108,0,8
TNG/ArchUnit-Examples:example-junit5,T,7.2,0,108,0,108,0,11
TNG/ArchUnit-Examples:example-plain,T,7.2,0,75,0,75,0,42
brown-uk/dict_uk,T,8.4,0,0,0,0,0,3
bndtools/bnd,F,,N/A,,,,,0
nats-io/nats.java,F,6.8.3,N/A,,,,,0
tronprotocol/wallet-cli,F,4.0,N/A,,,,,0
carlphilipp/clean-architecture-example,F,4.8,N/A,,,,,0
ashald/EnvFile:envfile-core,T,7.5.1,0,9,9,0,0,18
ashald/EnvFile:envfile-platform,T,7.5.1,no test,,,,,19
ashald/EnvFile:envfile-products-goland,T,7.5.1,no test,,,,,20
ashald/EnvFile:envfile-products-idea,T,7.5.1,no test,,,,,21
ashald/EnvFile:envfile-products-pycharm,T,7.5.1,no test,,,,,21
ashald/EnvFile:envfile-products-rubymine,T,7.5.1,no test,,,,,22
sing1ee/elasticsearch-jieba-plugin,F,7.6,N/A,,,,,0
wpcfan/spring-boot-tut,F,4.1,N/A,,,,,0
system-sekkei/isolating-the-domain,T,7.5.1,0,61,60,0,1,17
Railcraft/Railcraft,F,4.9,N/A,,,,,0
apache/pulsar-manager:front-end,T,7.5,no test,,,,,15
corretto/hotpatch-for-apache-log4j2,F,7.1,N/A,,,,,0
Netflix/Prana,F,2.2.1,N/A,,,,,0
etiennestuder/gradle-jooq-plugin,T,8.5,0,38,37,0,1,216
marcoferrer/kroto-plus,F,5.6.1,N/A,,,,,0
littlerobots/version-catalog-update-plugin:catalog,error with test,7.4,error,,,,,5
littlerobots/version-catalog-update-plugin:plugin,error with test,7.4,error,,,,,6
carymrobbins/intellij-haskforce,F,6.7.1,N/A,,,,,0
spring-cloud-samples/eureka,T,8.1.1,0,2,2,0,0,7
ollide/intellij-java2smali,F,6.1.1,N/A,,,,,0
kotcity/kotcity,F,6.3,N/A,,,,,1
eventuate-tram/eventuate-tram-sagas-examples-customers-and-orders:api-gateway-service,T,7.5.1,no test,,,,,13
eventuate-tram/eventuate-tram-sagas-examples-customers-and-orders:customer-service,T,7.5.1,no test,,,,,13
eventuate-tram/eventuate-tram-sagas-examples-customers-and-orders:end-to-end-tests,T,7.5.1,no test,,,,,14
eventuate-tram/eventuate-tram-sagas-examples-customers-and-orders:order-service,T,7.5.1,no test,,,,,14
graphql-java/java-dataloader,F,7.3.2,N/A,,,,,1
jreznot/electron-java-app,F,6.2.1,N/A,,,,,0
TheEpicBlock/PolyMc,error with test,8.4,no test,,,,,19
fr1kin/ForgeHax,F,7.2,N/A,,,,,1
Earthcomputer/multiconnect,F,7.4.2,N/A,,,,,7
sitemesh/sitemesh3:sitemesh,T,8.5,0,151,150,0,1,9
sitemesh/sitemesh3:sitemesh-examples-hellowebapp,T,8.5,no test,,,,,9
sitemesh/sitemesh3:sitemesh-examples-springboot,T,8.5,no test,,,,,10
sitemesh/sitemesh3:spring-boot-starter-sitemesh,T,8.5,no test,,,,,10
SpaiR/imgui-java:example,T,7.4.2,no test,,,,,6
SpaiR/imgui-java:imgui-app,T,7.4.2,no test,,,,,6
SpaiR/imgui-java:imgui-binding,T,7.4.2,error,33,33,0,0,7
SpaiR/imgui-java:imgui-binding-natives,T,7.4.2,no test,,,,,7
SpaiR/imgui-java:imgui-lwjgl3,T,7.4.2,no test,,,,,7
java-decompiler/jd-core,F,5.2.1,N/A,,,,,0
RelativityMC/C2ME-fabric:c2me-base,error with test,8.3,no test,,,,,57
RelativityMC/C2ME-fabric:c2me-client-uncapvd,error with test,8.3,no test,,,,,61
RelativityMC/C2ME-fabric:c2me-fixes-chunkio-threading-issues,error with test,8.3,no test,,,,,64
RelativityMC/C2ME-fabric:c2me-fixes-general-threading-issues,error with test,8.3,no test,,,,,67
RelativityMC/C2ME-fabric:c2me-fixes-worldgen-threading-issues,error with test,8.3,no test,,,,,70
RelativityMC/C2ME-fabric:c2me-fixes-worldgen-vanilla-bugs,error with test,8.3,no test,,,,,74
RelativityMC/C2ME-fabric:c2me-notickvd,error with test,8.3,no test,,,,,77
RelativityMC/C2ME-fabric:c2me-opts-allocs,error with test,8.3,no test,,,,,80
RelativityMC/C2ME-fabric:c2me-opts-chunk-access,error with test,8.3,no test,,,,,83
RelativityMC/C2ME-fabric:c2me-opts-chunkio,error with test,8.3,no test,,,,,87
RelativityMC/C2ME-fabric:c2me-opts-math,error with test,8.3,no test,,,,,90
RelativityMC/C2ME-fabric:c2me-opts-scheduling,error with test,8.3,no test,,,,,93
RelativityMC/C2ME-fabric:c2me-opts-worldgen-general,error with test,8.3,no test,,,,,96
RelativityMC/C2ME-fabric:c2me-opts-worldgen-vanilla,error with test,8.3,no test,,,,,98
RelativityMC/C2ME-fabric:c2me-rewrites-chunk-serializer,error with test,8.3,no test,,,,,101
RelativityMC/C2ME-fabric:c2me-rewrites-chunkio,error with test,8.3,no test,,,,,105
RelativityMC/C2ME-fabric:c2me-server-utils,error with test,8.3,no test,,,,,108
RelativityMC/C2ME-fabric:c2me-threading-chunkio,error with test,8.3,no test,,,,,111
RelativityMC/C2ME-fabric:c2me-threading-lighting,error with test,8.3,no test,,,,,114
RelativityMC/C2ME-fabric:c2me-threading-worldgen,error with test,8.3,no test,,,,,117
RelativityMC/C2ME-fabric:tests,error with test,8.3,no test,,,,,120
silentsignal/burp-log4shell,error with test,7.3.1,no test,,,,,5
aerogear/keycloak-metrics-spi,T,7.2,0,24,24,0,0,6
dlew/rxjava-multiple-sources-sample,F,2.4,N/A,,,,,0
line/line-fido2-server,F,6.8.3,N/A,,,,,0
mokies/ratelimitj:ratelimitj-aerospike,T,7.4.2,error,5,3,2,0,14
mokies/ratelimitj:ratelimitj-core,T,7.4.2,error,20,20,0,0,15
mokies/ratelimitj:ratelimitj-dropwizard,T,7.4.2,error,16,15,1,0,20
mokies/ratelimitj:ratelimitj-examples,T,7.4.2,no test,,,,,21
mokies/ratelimitj:ratelimitj-hazelcast,T,7.4.2,error,10,9,0,1,28
mokies/ratelimitj:ratelimitj-inmemory,T,7.4.2,error,17,15,0,2,29
mokies/ratelimitj:ratelimitj-redis,T,7.4.2,error,12,5,7,0,32
mokies/ratelimitj:ratelimitj-test,T,7.4.2,no test,,,,,32
ForestryMC/ForestryMC,error with test,7.4.2,error,,,,,19
JonathanGiles/scenic-view,error with test,8.4,no test,,,,,5
micyo202/lion,F,6.8.3,N/A,,,,,0
fuhoujun/e,F,2.14.1,N/A,,,,,0
kordamp/ikonli,F,6.9.2,N/A,,,,,0
Melledy/LunarCore,error with test,8.5,no test,,,,,11
indeedeng/proctor:coverage-report,error with test,8.1.1,no test,,,,,16
indeedeng/proctor:proctor-ant-plugin,error with test,8.1.1,error,,,,,17
indeedeng/proctor:proctor-builder,error with test,8.1.1,error,,,,,17
indeedeng/proctor:proctor-codegen,error with test,8.1.1,error,,,,,18
indeedeng/proctor:proctor-codegen-test,error with test,8.1.1,error,,,,,19
indeedeng/proctor:proctor-common,error with test,8.1.1,error,,,,,20
indeedeng/proctor:proctor-consumer,error with test,8.1.1,error,,,,,21
indeedeng/proctor:proctor-pipet-core,error with test,8.1.1,error,,,,,21
indeedeng/proctor:proctor-pipet-deploy,error with test,8.1.1,error,,,,,22
indeedeng/proctor:proctor-pipet-parent,error with test,8.1.1,no test,,,,,23
indeedeng/proctor:proctor-store,error with test,8.1.1,error,,,,,23
indeedeng/proctor:proctor-store-git,error with test,8.1.1,error,,,,,24
indeedeng/proctor:proctor-store-svn,error with test,8.1.1,error,,,,,25
indeedeng/proctor:proctor-tomcat-deps,error with test,8.1.1,no test,,,,,25
indeedeng/proctor:proctor-tomcat-deps-provided,error with test,8.1.1,no test,,,,,26
indeedeng/proctor:proctor-webapp,error with test,8.1.1,error,,,,,26
indeedeng/proctor:proctor-webapp-library,error with test,8.1.1,error,,,,,27
ahlashkari/CICFlowMeter,F,4.2,N/A,,,,,0
MrTJP/ProjectRed:of,T,7.6.1,error,,,,,57
MrTJP/ProjectRed:ProjectRed,T,7.6.1,error,,,,,59
MrTJP/ProjectRed:ProjectRed,T,7.6.1,error,,,,,60
MrTJP/ProjectRed:api,T,7.6.1,no test,,,,,61
MrTJP/ProjectRed:core,T,7.6.1,0,0,0,0,0,62
MrTJP/ProjectRed:expansion,T,7.6.1,no test,,,,,66
MrTJP/ProjectRed:exploration,T,7.6.1,no test,,,,,67
MrTJP/ProjectRed:fabrication,T,7.6.1,no test,,,,,69
MrTJP/ProjectRed:illumination,T,7.6.1,no test,,,,,70
MrTJP/ProjectRed:integration,T,7.6.1,no test,,,,,71
MrTJP/ProjectRed:runtime,T,7.6.1,no test,,,,,74
MrTJP/ProjectRed:transmission,T,7.6.1,no test,,,,,76
avantgardnerio/depends,F,4.8,N/A,,,,,0
antlr/intellij-plugin-v4,T,7.6,1,54,54,0,0,38
sheehan/job-dsl-gradle-example,F,4.8.1,N/A,,,,,0
jmix-framework/jmix:appsettings,T,8.5,0,1,1,0,0,178
jmix-framework/jmix:appsettings-flowui,T,8.5,no test,,,,,182
jmix-framework/jmix:appsettings-flowui-starter,T,8.5,no test,,,,,183
jmix-framework/jmix:appsettings-starter,T,8.5,no test,,,,,185
jmix-framework/jmix:audit,T,8.5,0,16,16,0,0,192
jmix-framework/jmix:audit-flowui,T,8.5,no test,,,,,194
jmix-framework/jmix:audit-flowui-starter,T,8.5,no test,,,,,196
jmix-framework/jmix:audit-starter,T,8.5,no test,,,,,197
jmix-framework/jmix:authserver,T,8.5,no test,,,,,198
jmix-framework/jmix:authserver-starter,T,8.5,no test,,,,,200
jmix-framework/jmix:awsfs,T,8.5,0,1,1,0,0,205
jmix-framework/jmix:awsfs-starter,T,8.5,no test,,,,,206
jmix-framework/jmix:bom,T,8.5,no test,,,,,207
jmix-framework/jmix:bulkeditor,T,8.5,no test,,,,,209
jmix-framework/jmix:bulkeditor-starter,T,8.5,no test,,,,,211
jmix-framework/jmix:core,T,8.5,0,158,156,0,2,218
jmix-framework/jmix:core-starter,T,8.5,no test,,,,,218
jmix-framework/jmix:dashboards,T,8.5,no test,,,,,220
jmix-framework/jmix:dashboards-starter,T,8.5,no test,,,,,221
jmix-framework/jmix:data,T,8.5,0,22,22,0,0,225
jmix-framework/jmix:data-autoconfigure,T,8.5,0,0,0,0,0,226
jmix-framework/jmix:dataimport,T,8.5,0,120,120,0,0,239
jmix-framework/jmix:dataimport-starter,T,8.5,no test,,,,,241
jmix-framework/jmix:datatools,T,8.5,no test,,,,,243
jmix-framework/jmix:datatools-flowui,T,8.5,no test,,,,,246
jmix-framework/jmix:datatools-flowui-starter,T,8.5,no test,,,,,247
jmix-framework/jmix:datatools-starter,T,8.5,no test,,,,,249
jmix-framework/jmix:dynattr,T,8.5,0,11,11,0,0,255
jmix-framework/jmix:dynattr-flowui,T,8.5,no test,,,,,258
jmix-framework/jmix:dynattr-flowui-kit,T,8.5,no test,,,,,259
jmix-framework/jmix:dynattr-flowui-starter,T,8.5,no test,,,,,261
jmix-framework/jmix:dynattr-starter,T,8.5,no test,,,,,262
jmix-framework/jmix:eclipselink,T,8.5,0,311,283,1,27,276
jmix-framework/jmix:eclipselink-starter,T,8.5,0,1,1,0,0,280
jmix-framework/jmix:email,T,8.5,0,3,3,0,0,287
jmix-framework/jmix:email-flowui,T,8.5,no test,,,,,289
jmix-framework/jmix:email-flowui-starter,T,8.5,no test,,,,,290
jmix-framework/jmix:email-starter,T,8.5,no test,,,,,291
jmix-framework/jmix:emailtemplates,T,8.5,0,5,5,0,0,302
jmix-framework/jmix:emailtemplates-starter,T,8.5,no test,,,,,304
jmix-framework/jmix:flowui,T,8.5,0,462,461,0,1,328
jmix-framework/jmix:flowui-data,T,8.5,0,22,22,0,0,337
jmix-framework/jmix:flowui-data-starter,T,8.5,no test,,,,,338
jmix-framework/jmix:flowui-devserver,T,8.5,no test,,,,,340
jmix-framework/jmix:flowui-kit,T,8.5,no test,,,,,341
jmix-framework/jmix:flowui-starter,T,8.5,no test,,,,,343
jmix-framework/jmix:flowui-test-assist,T,8.5,no test,,,,,344
jmix-framework/jmix:flowui-themes,T,8.5,no test,,,,,345
jmix-framework/jmix:gridexport-flowui,T,8.5,no test,,,,,347
jmix-framework/jmix:gridexport-flowui-starter,T,8.5,no test,,,,,348
jmix-framework/jmix:imap,T,8.5,0,15,0,0,15,353
jmix-framework/jmix:imap-starter,T,8.5,no test,,,,,354
jmix-framework/jmix:jmxconsole,T,8.5,no test,,,,,355
jmix-framework/jmix:jmxconsole-starter,T,8.5,no test,,,,,356
jmix-framework/jmix:ldap,T,8.5,no test,,,,,357
jmix-framework/jmix:ldap-starter,T,8.5,no test,,,,,357
jmix-framework/jmix:localfs,T,8.5,0,2,2,0,0,359
jmix-framework/jmix:localfs-starter,T,8.5,no test,,,,,360
jmix-framework/jmix:multitenancy,T,8.5,no test,,,,,361
jmix-framework/jmix:multitenancy-flowui,T,8.5,0,5,5,0,0,365
jmix-framework/jmix:multitenancy-flowui-starter,T,8.5,no test,,,,,366
jmix-framework/jmix:multitenancy-starter,T,8.5,no test,,,,,367
jmix-framework/jmix:oidc,T,8.5,0,1,1,0,0,374
jmix-framework/jmix:oidc-starter,T,8.5,no test,,,,,375
jmix-framework/jmix:pessimisticlock,T,8.5,0,2,2,0,0,378
jmix-framework/jmix:pessimisticlock-flowui,T,8.5,no test,,,,,380
jmix-framework/jmix:pessimisticlock-flowui-starter,T,8.5,no test,,,,,381
jmix-framework/jmix:pessimisticlock-starter,T,8.5,no test,,,,,383
jmix-framework/jmix:quartz,T,8.5,0,23,23,0,0,388
jmix-framework/jmix:quartz-flowui,T,8.5,no test,,,,,390
jmix-framework/jmix:quartz-flowui-starter,T,8.5,no test,,,,,391
jmix-framework/jmix:quartz-starter,T,8.5,no test,,,,,392
jmix-framework/jmix:reports,T,8.5,0,2,2,0,0,395
jmix-framework/jmix:reports-flowui,T,8.5,no test,,,,,398
jmix-framework/jmix:reports-flowui-starter,T,8.5,no test,,,,,400
jmix-framework/jmix:reports-rest,T,8.5,no test,,,,,403
jmix-framework/jmix:reports-rest-starter,T,8.5,no test,,,,,404
jmix-framework/jmix:reports-starter,T,8.5,no test,,,,,405
jmix-framework/jmix:rest,T,8.5,0,0,0,0,0,407
jmix-framework/jmix:rest-starter,T,8.5,no test,,,,,408
jmix-framework/jmix:search,T,8.5,0,146,146,0,0,415
jmix-framework/jmix:search-aws-starter,T,8.5,no test,,,,,416
jmix-framework/jmix:search-flowui,T,8.5,no test,,,,,417
jmix-framework/jmix:search-flowui-kit,T,8.5,no test,,,,,418
jmix-framework/jmix:search-flowui-starter,T,8.5,no test,,,,,419
jmix-framework/jmix:search-starter,T,8.5,no test,,,,,420
jmix-framework/jmix:security,T,8.5,0,12,12,0,0,421
jmix-framework/jmix:security-data,T,8.5,0,42,42,0,0,426
jmix-framework/jmix:security-data-starter,T,8.5,no test,,,,,427
jmix-framework/jmix:security-flowui,T,8.5,no test,,,,,429
jmix-framework/jmix:security-flowui-starter,T,8.5,no test,,,,,430
jmix-framework/jmix:security-starter,T,8.5,0,0,0,0,0,432
jraska/modules-graph-assert:plugin,error with test,8.3,error,,,,,12
airbnb/SpinalTap,F,5.2.1,N/A,,,,,0
spinnaker/clouddriver:cats,T,7.6.1,no test,,,,,82
spinnaker/clouddriver:clouddriver-api,T,7.6.1,no test,,,,,83
spinnaker/clouddriver:clouddriver-api-tck,T,7.6.1,0,1,1,0,0,156
spinnaker/clouddriver:clouddriver-appengine,T,7.6.1,0,116,116,0,0,169
spinnaker/clouddriver:clouddriver-artifacts,T,7.6.1,0,48,47,1,0,191
spinnaker/clouddriver:clouddriver-aws,T,7.6.1,5,1396,1396,0,0,234
spinnaker/clouddriver:clouddriver-azure,T,7.6.1,35,142,142,0,0,381
spinnaker/clouddriver:clouddriver-bom,T,7.6.1,no test,,,,,382
spinnaker/clouddriver:clouddriver-cloudfoundry,T,7.6.1,1,964,928,36,0,397
spinnaker/clouddriver:clouddriver-cloudrun,T,7.6.1,0,18,18,0,0,400
spinnaker/clouddriver:clouddriver-configserver,T,7.6.1,no test,,,,,401
spinnaker/clouddriver:clouddriver-consul,T,7.6.1,no test,,,,,401
spinnaker/clouddriver:clouddriver-core,T,7.6.1,0,200,194,0,6,423
spinnaker/clouddriver:clouddriver-core-tck,T,7.6.1,no test,,,,,423
spinnaker/clouddriver:clouddriver-docker,T,7.6.1,0,46,46,0,0,428
spinnaker/clouddriver:clouddriver-ecs,T,7.6.1,2,368,368,0,0,440
spinnaker/clouddriver:clouddriver-elasticsearch,T,7.6.1,0,64,64,0,0,457
spinnaker/clouddriver:clouddriver-eureka,T,7.6.1,0,12,12,0,0,460
spinnaker/clouddriver:clouddriver-event,T,7.6.1,1,10,10,0,0,465
spinnaker/clouddriver:clouddriver-google,T,7.6.1,0,645,644,0,1,490
spinnaker/clouddriver:clouddriver-google-common,T,7.6.1,0,5,5,0,0,494
spinnaker/clouddriver:clouddriver-huaweicloud,T,7.6.1,0,17,17,0,0,497
spinnaker/clouddriver:clouddriver-kubernetes,T,7.6.1,1,733,733,0,0,512
spinnaker/clouddriver:clouddriver-lambda,T,7.6.1,0,24,24,0,0,517
spinnaker/clouddriver:clouddriver-oracle,T,7.6.1,0,95,95,0,0,524
spinnaker/clouddriver:clouddriver-saga,T,7.6.1,0,18,18,0,0,530
spinnaker/clouddriver:clouddriver-saga-test,T,7.6.1,no test,,,,,530
spinnaker/clouddriver:clouddriver-security,T,7.6.1,0,30,30,0,0,533
spinnaker/clouddriver:clouddriver-sql,T,7.6.1,0,26,26,0,0,579
spinnaker/clouddriver:clouddriver-sql-mysql,T,7.6.1,no test,,,,,579
spinnaker/clouddriver:clouddriver-sql-postgres,T,7.6.1,no test,,,,,580
spinnaker/clouddriver:clouddriver-tencentcloud,T,7.6.1,0,2,2,0,0,581
spinnaker/clouddriver:clouddriver-titus,T,7.6.1,0,47,46,0,1,587
spinnaker/clouddriver:clouddriver-web,T,7.6.1,0,61,60,1,0,627
spinnaker/clouddriver:clouddriver-yandex,T,7.6.1,1,9,9,0,0,647
stunstunstun/awesome-spring-boot,F,4.2.1,N/A,,,,,0
VIDA-NYU/ache:ache,T,7.3.3,0,155,153,0,2,40
VIDA-NYU/ache:ache-dashboard,T,7.3.3,no test,,,,,40
VIDA-NYU/ache:ache-tools,T,7.3.3,0,5,5,0,0,46
VIDA-NYU/ache:crawler-commons,T,7.3.3,0,0,0,0,0,47
pardom-zz/Ollie,F,2.2.1,N/A,,,,,0
spring-attic/spring-security-saml,F,4.10.3,N/A,,,,,0
Ecwid/consul-api,F,6.8.3,N/A,,,,,0
PCGen/pcgen,T,8.3,error,,,,,30
mesos/kafka,F,4.7,N/A,,,,,0
mbaeuerle/Briss-2.0,T,7.6,0,3,3,0,0,7
imperva/automatic-api-attack-tool,F,6.0.1,N/A,,,,,0
bft-smart/library,F,7.1,N/A,,,,,0
BishopFox/rmiscout,F,4.10.3,N/A,,,,,0
hibernate/hibernate-reactive:bytecode-enhancements-it,T,8.3,0,4,0,4,0,22
hibernate/hibernate-reactive:documentation,T,8.3,no test,,,,,22
hibernate/hibernate-reactive:hibernate-reactive-core,T,8.3,0,947,58,848,41,41
hibernate/hibernate-reactive:native-sql-example,T,8.3,no test,,,,,41
hibernate/hibernate-reactive:release,T,8.3,no test,,,,,42
hibernate/hibernate-reactive:session-example,T,8.3,no test,,,,,42
hibernate/hibernate-reactive:techempower-postgres-it,T,8.3,0,1,0,1,0,42
hibernate/hibernate-reactive:verticle-postgres-it,T,8.3,0,1,0,1,0,43
maruohon/tweakeroo,F,2.14.1,N/A,,,,,0
novoda/gradle-static-analysis-plugin,F,5.6.3,N/A,,,,,0
harbby/sylph:json-reader,T,7.3.3,no test,,,,,2
harbby/sylph:sylph-api,T,7.3.3,0,1,0,1,0,3
harbby/sylph:sylph-connectors,T,7.3.3,no test,,,,,3
harbby/sylph:sylph-dist,T,7.3.3,no test,,,,,5
harbby/sylph:sylph-main,T,7.3.3,no test,,,,,5
harbby/sylph:sylph-parser,T,7.3.3,0,4,4,0,0,7
harbby/sylph:sylph-runners,T,7.3.3,no test,,,,,7
harbby/sylph:sylph-spi,T,7.3.3,error,,,,,7
harbby/sylph:sylph-web,T,7.3.3,0,6,6,0,0,9
harbby/sylph:sylph-yarn,T,7.3.3,no test,,,,,10
radioegor146/native-obfuscator:annotations,T,8.3,no test,,,,,118
radioegor146/native-obfuscator:obfuscator,T,8.3,0,887,10,877,0,864
wepay/waltz,F,5.6.1,N/A,,,,,0
Swagger2Markup/spring-swagger2markup-demo,F,2.4,N/A,,,,,0
rapidminer/rapidminer-studio,F,4.10.3,N/A,,,,,0
Yubico/java-webauthn-server:test-dependent-projects,T,8.1.1,no test,,,,,25
Yubico/java-webauthn-server:test-platform,T,8.1.1,no test,,,,,26
Yubico/java-webauthn-server:webauthn-server-attestation,T,8.1.1,0,113,113,0,0,98
Yubico/java-webauthn-server:webauthn-server-core,T,8.1.1,0,2054,2046,0,8,239
Yubico/java-webauthn-server:webauthn-server-demo,T,8.1.1,0,8,8,0,0,246
Yubico/java-webauthn-server:yubico-util,T,8.1.1,0,31,31,0,0,249
Yubico/java-webauthn-server:yubico-util-scala,T,8.1.1,no test,,,,,250
jwagenleitner/groovy-wslite,F,2.4,N/A,,,,,0
purplejs/purplejs,F,2.14.1,N/A,,,,,0
borysn/spring-boot-angular2,F,3.4,N/A,,,,,0
jjenkov/javafx-examples,F,6.7,N/A,,,,,0
lemmingapex/trilateration,F,2.14,N/A,,,,,0
stephenh/mirror,F,6.6.1,N/A,,,,,0
FXyz/FXyz:=>,T,8.3,error,,,,,8
FXyz/FXyz:=>,T,8.3,error,,,,,8
FXyz/FXyz:=>,T,8.3,error,,,,,8
FXyz/FXyz:=>,T,8.3,error,,,,,8
FXyz/FXyz:FXyz-Client,T,8.3,no test,,,,,8
FXyz/FXyz:FXyz-Core,T,8.3,0,22,22,0,0,9
FXyz/FXyz:FXyz-Importers,T,8.3,0,15,14,1,0,11
FXyz/FXyz:FXyz-Samples,T,8.3,no test,,,,,12
MinicraftPlus/minicraft-plus-revived:client,error with test,7.3,no test,,,,,4
MinicraftPlus/minicraft-plus-revived:common,error with test,7.3,no test,,,,,4
MinicraftPlus/minicraft-plus-revived:server,error with test,7.3,no test,,,,,4
eventuate-examples/eventuate-examples-java-customers-and-orders,F,6.9.1,N/A,,,,,0
googlearchive/js-store-locator,F,2.1,N/A,,,,,0
CodelyTV/java-ddd-example:analytics,error with test,8.4,error,,,,,4
CodelyTV/java-ddd-example:backoffice,error with test,8.4,error,,,,,4
CodelyTV/java-ddd-example:mooc,error with test,8.4,error,,,,,4
CodelyTV/java-ddd-example:shared,error with test,8.4,error,,,,,4
styled-components/webstorm-styled-components,F,5.4.1,N/A,,,,,0
VolmitSoftware/Iris:core,error with test,7.3.3,no test,,,,,14
VolmitSoftware/Iris:nms,error with test,7.3.3,no test,,,,,14
octo-online/reactive-audit,F,3.3,N/A,,,,,0
dita-ot/dita-ot:axf,T,7.6.1,no test,,,,,12
dita-ot/dita-ot:fo,T,7.6.1,no test,,,,,13
dita-ot/dita-ot:fop,T,7.6.1,no test,,,,,14
dita-ot/dita-ot:html5,T,7.6.1,no test,,,,,14
dita-ot/dita-ot:htmlhelp,T,7.6.1,0,3,3,0,0,16
dita-ot/dita-ot:xep,T,7.6.1,no test,,,,,17
gessnerfl/fake-smtp-server,error with test,8.5,error,,,,,5
uber-archive/phabricator-jenkins-plugin,F,4.10.3,N/A,,,,,0
eliostvs/clean-architecture-delivery-example,F,4.5.1,N/A,,,,,0
cdancy/jenkins-rest,T,7.6.2,0,0,0,0,0,5
spring-cloud-samples/spring-cloud-contract-samples,error with test,7.4.2,no test,,,,,2
kousen/java_8_recipes,T,7.5.1,0,162,159,0,3,30
zonkyio/embedded-database-spring-test:embedded-database-spring-test,T,7.3.3,0,88,85,3,0,60
zonkyio/embedded-database-spring-test:embedded-database-spring-test-autoconfigure,T,7.3.3,no test,,,,,60
GlowstoneMC/Glowstone-Legacy,F,1.10,N/A,,,,,0
Mantaro/MantaroBot,T,8.5,0,0,0,0,0,4
Netflix/ndbench,F,6.8.3,N/A,,,,,0
maruohon/minihud,F,2.14.1,N/A,,,,,0
ItzSomebody/radon:xyz.itzsomebody.codegen,T,7.5.1,0,124,124,0,0,2
ItzSomebody/radon:xyz.itzsomebody.commons,T,7.5.1,0,16,16,0,0,3
ItzSomebody/radon:xyz.itzsomebody.radon,T,7.5.1,0,3,3,0,0,3
ItzSomebody/radon:xyz.itzsomebody.radon.template,T,7.5.1,no test,,,,,3
novoda/gradle-android-command-plugin,F,4.10.3,N/A,,,,,0
googlesamples/android-AppUsageStatistics,F,4.4,N/A,,,,,0
takipi/java-bullshifier,F,4.10.3,N/A,,,,,0
al3xtjames/ghidra-firmware-utils,F,8.0.1,N/A,,,,,0
mattbdean/JRAW,F,4.7,N/A,,,,,0
ichenkaihua/ssm-easy-template,F,2.3,N/A,,,,,0
sofn/app-engine:common-core,T,7.4,0,7,7,0,0,6
sofn/app-engine:common-error,T,7.4,0,1,1,0,0,7
sofn/app-engine:example-deploy,T,7.4,no test,,,,,7
sofn/app-engine:example-task,T,7.4,no test,,,,,7
sofn/app-engine:example-user,T,7.4,no test,,,,,8
sofn/app-engine:frame,T,7.4,0,6,6,0,0,8
coderplay/perfj,F,2.3,N/A,,,,,0
wordpress-mobile/PasscodeLock-Android,F,5.1.1,N/A,,,,,0
webauthn4j/webauthn4j:webauthn4j-core,T,8.4,1,854,854,0,0,24
webauthn4j/webauthn4j:webauthn4j-device-check,T,8.4,0,27,27,0,0,28
webauthn4j/webauthn4j:webauthn4j-metadata,T,8.4,0,64,64,0,0,34
webauthn4j/webauthn4j:webauthn4j-test,T,8.4,0,4,4,0,0,35
webauthn4j/webauthn4j:webauthn4j-util,T,8.4,0,53,53,0,0,38
opencypher/cypher-for-gremlin,F,4.7,N/A,,,,,0
spinnaker/swabbie,F,6.8.1,N/A,,,,,0
vividus-framework/vividus,F,,N/A,,,,,0
dropbox/focus:sample,error with test,7.4.2,no test,,,,,5
hortonworks/cloudbreak,F,8.5,N/A,,,,,2
5wimming/gadgetinspector,F,4.9,N/A,,,,,0
thekrakken/java-grok,F,4.6,N/A,,,,,0
noxone/regex-generator,error with test,8.5,error,,,,,7
binkley/modern-java-practices,T,7.6.1,0,6,6,0,0,6
GuntherRademacher/rr,error with test,8.5,no test,,,,,1
