project name,compile,gradle version,flaky tests,total tests,successful tests,failed tests,skipped tests,time (minutes)
micronaut-projects/micronaut-core:test-suite-geb,T,8.5,0,1,1,0,0,921
micronaut-projects/micronaut-core:test-suite-groovy,T,8.5,0,216,215,0,1,948
micronaut-projects/micronaut-core:test-suite-helper,T,8.5,no test,,,,,949
micronaut-projects/micronaut-core:test-suite-http-client-jdk-ssl,T,8.5,0,3,3,0,0,951
micronaut-projects/micronaut-core:test-suite-http-client-tck-jdk,T,8.5,4,79,70,0,9,956
micronaut-projects/micronaut-core:test-suite-http-client-tck-netty,T,8.5,4,89,80,0,9,961
micronaut-projects/micronaut-core:test-suite-http-server-tck-jdk,T,8.5,11,165,162,0,3,971
micronaut-projects/micronaut-core:test-suite-http-server-tck-netty,T,8.5,0,178,175,0,3,973
micronaut-projects/micronaut-core:test-suite-jakarta-inject-bean-import,T,8.5,0,2,2,0,0,975
micronaut-projects/micronaut-core:test-suite-javax-inject,T,8.5,0,103,102,0,1,979
micronaut-projects/micronaut-core:test-suite-kotlin,T,8.5,0,338,338,0,0,1019
micronaut-projects/micronaut-core:test-suite-kotlin-ksp,T,8.5,0,296,295,0,1,1054
micronaut-projects/micronaut-core:test-suite-logback,T,8.5,0,4,4,0,0,1056
micronaut-projects/micronaut-core:test-suite-logback-external-configuration,T,8.5,0,3,3,0,0,1057
micronaut-projects/micronaut-core:test-suite-logback-graalvm,T,8.5,0,1,1,0,0,1058
micronaut-projects/micronaut-core:test-suite-netty-ssl-graalvm,T,8.5,0,1,1,0,0,1060
micronaut-projects/micronaut-core:test-utils,T,8.5,no test,,,,,1060
micronaut-projects/micronaut-core:websocket,T,8.5,no test,,,,,1061
huanghongxun/HMCL:HMCL,error with test,8.5,error,,,,,1
huanghongxun/HMCL:HMCLCore,error with test,8.5,error,,,,,2
huanghongxun/HMCL:HMCLTransformerDiscoveryService,error with test,8.5,error,,,,,2
sdkman/sdkman-cli,T,8.0.1,0,175,175,0,0,10
hibernate/hibernate-orm:documentation,T,8.4,error,,,,,62
hibernate/hibernate-orm:hibernate-agroal,T,8.4,error,,,,,62
hibernate/hibernate-orm:hibernate-ant,T,8.4,error,,,,,62
hibernate/hibernate-orm:hibernate-c3p0,T,8.4,error,,,,,62
hibernate/hibernate-orm:hibernate-community-dialects,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-core,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-enhance-maven-plugin,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-envers,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-graalvm,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-gradle-plugin,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-hikaricp,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-integrationtest-java-modules,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-jcache,T,8.4,error,,,,,63
hibernate/hibernate-orm:hibernate-jpamodelgen,T,8.4,error,,,,,64
hibernate/hibernate-orm:hibernate-micrometer,T,8.4,error,,,,,64
hibernate/hibernate-orm:hibernate-platform,T,8.4,error,,,,,64
hibernate/hibernate-orm:hibernate-proxool,T,8.4,error,,,,,64
hibernate/hibernate-orm:hibernate-spatial,T,8.4,error,,,,,64
hibernate/hibernate-orm:hibernate-testing,T,8.4,error,,,,,64
hibernate/hibernate-orm:hibernate-ucp,T,8.4,error,,,,,64
hibernate/hibernate-orm:hibernate-vector,T,8.4,error,,,,,64
hibernate/hibernate-orm:hibernate-vibur,T,8.4,error,,,,,64
hibernate/hibernate-orm:release,T,8.4,error,,,,,65
btraceio/btrace,F,8.5,N/A,,,,,0
vavr-io/vavr,error with test,8.1,error,,,,,0
rundeck/rundeck:core,T,7.6.1,error,,,,,13
rundeck/rundeck:docker,T,7.6.1,no test,,,,,14
rundeck/rundeck:functional-test,T,7.6.1,0,0,0,0,0,14
rundeck/rundeck:grails-execution-mode-timer,T,7.6.1,error,,,,,16
rundeck/rundeck:grails-job-kill-handler,T,7.6.1,error,,,,,17
rundeck/rundeck:grails-metricsweb,T,7.6.1,error,,,,,18
rundeck/rundeck:grails-persistlocale,T,7.6.1,no test,,,,,18
rundeck/rundeck:grails-repository,T,7.6.1,error,,,,,20
rundeck/rundeck:grails-rundeck-data-shared,T,7.6.1,error,,,,,21
rundeck/rundeck:grails-securityheaders,T,7.6.1,0,33,33,0,0,22
rundeck/rundeck:grails-webhooks,T,7.6.1,error,,,,,23
rundeck/rundeck:plugins,T,7.6.1,no test,,,,,23
rundeck/rundeck:rundeck-app-util,T,7.6.1,error,,,,,24
rundeck/rundeck:rundeck-authz,T,7.6.1,no test,,,,,25
rundeck/rundeck:rundeck-data-model,T,7.6.1,no test,,,,,25
rundeck/rundeck:rundeck-storage,T,7.6.1,no test,,,,,25
rundeck/rundeck:rundeckapp,T,7.6.1,error,,,,,27
apache/iceberg:iceberg-aliyun,T,8.1.1,error,,,,,313
apache/iceberg:iceberg-api,T,8.1.1,error,,,,,313
apache/iceberg:iceberg-arrow,T,8.1.1,error,,,,,313
apache/iceberg:iceberg-aws,T,8.1.1,error,,,,,313
apache/iceberg:iceberg-aws-bundle,T,8.1.1,error,,,,,313
apache/iceberg:iceberg-azure,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-azure-bundle,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-bundled-guava,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-common,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-core,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-data,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-dell,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-delta-lake,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-flink,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-gcp,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-gcp-bundle,T,8.1.1,error,,,,,314
apache/iceberg:iceberg-hive-metastore,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-hive-runtime,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-kafka-connect,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-mr,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-nessie,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-orc,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-parquet,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-pig,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-snowflake,T,8.1.1,error,,,,,315
apache/iceberg:iceberg-spark,T,8.1.1,error,,,,,315
apache/groovy:binary-compatibility,T,8.5,error,,,,,174
apache/groovy:groovy-all,T,8.5,error,,,,,174
apache/groovy:groovy-ant,T,8.5,error,,,,,174
apache/groovy:groovy-astbuilder,T,8.5,error,,,,,174
apache/groovy:groovy-binary,T,8.5,error,,,,,174
apache/groovy:groovy-bom,T,8.5,error,,,,,174
apache/groovy:groovy-cli-commons,T,8.5,error,,,,,174
apache/groovy:groovy-cli-picocli,T,8.5,error,,,,,174
apache/groovy:groovy-console,T,8.5,error,,,,,175
apache/groovy:groovy-contracts,T,8.5,error,,,,,175
apache/groovy:groovy-datetime,T,8.5,error,,,,,175
apache/groovy:groovy-dateutil,T,8.5,error,,,,,175
apache/groovy:groovy-docgenerator,T,8.5,error,,,,,175
apache/groovy:groovy-ginq,T,8.5,error,,,,,175
apache/groovy:groovy-groovydoc,T,8.5,error,,,,,175
apache/groovy:groovy-groovysh,T,8.5,error,,,,,175
apache/groovy:groovy-jmx,T,8.5,error,,,,,175
apache/groovy:groovy-json,T,8.5,error,,,,,176
apache/groovy:groovy-jsr223,T,8.5,error,,,,,176
apache/groovy:groovy-macro,T,8.5,error,,,,,176
apache/groovy:groovy-macro-library,T,8.5,error,,,,,176
apache/groovy:groovy-nio,T,8.5,error,,,,,176
apache/groovy:groovy-servlet,T,8.5,error,,,,,176
apache/groovy:groovy-sql,T,8.5,error,,,,,176
apache/groovy:groovy-swing,T,8.5,error,,,,,176
apache/groovy:groovy-templates,T,8.5,error,,,,,177
apache/groovy:groovy-test,T,8.5,error,,,,,177
apache/groovy:groovy-test-junit5,T,8.5,error,,,,,177
apache/groovy:groovy-testng,T,8.5,error,,,,,177
apache/groovy:groovy-toml,T,8.5,error,,,,,177
apache/groovy:groovy-typecheckers,T,8.5,error,,,,,177
apache/groovy:groovy-xml,T,8.5,error,,,,,177
apache/groovy:groovy-yaml,T,8.5,error,,,,,177
apache/groovy:performance,T,8.5,error,,,,,177
apache/groovy:stress,T,8.5,error,,,,,178
apache/groovy:tests-preview,T,8.5,error,,,,,178
web3j/web3j:abi,T,7.6,error,,,,,8
web3j/web3j:besu,T,7.6,error,,,,,8
web3j/web3j:codegen,T,7.6,error,,,,,8
web3j/web3j:contracts,T,7.6,error,,,,,8
web3j/web3j:core,T,7.6,error,,,,,8
web3j/web3j:crypto,T,7.6,error,,,,,8
web3j/web3j:eea,T,7.6,error,,,,,8
web3j/web3j:geth,T,7.6,error,,,,,9
web3j/web3j:hosted-providers,T,7.6,error,,,,,9
web3j/web3j:integration-tests,T,7.6,error,,,,,9
web3j/web3j:parity,T,7.6,error,,,,,9
web3j/web3j:rlp,T,7.6,error,,,,,9
web3j/web3j:tuples,T,7.6,error,,,,,9
web3j/web3j:utils,T,7.6,error,,,,,9
didi/booster,F,7.5,N/A,,,,,0
spring-projects/spring-authorization-server:samples-default-authorizationserver,T,7.4.2,0,6,6,0,0,9
spring-projects/spring-authorization-server:samples-demo-authorizationserver,T,7.4.2,0,6,6,0,0,10
spring-projects/spring-authorization-server:samples-demo-client,T,7.4.2,no test,,,,,10
spring-projects/spring-authorization-server:samples-messages-resource,T,7.4.2,no test,,,,,10
spring-projects/spring-authorization-server:spring-authorization-server-dependencies,T,7.4.2,no test,,,,,10
spring-projects/spring-authorization-server:spring-authorization-server-docs,T,7.4.2,0,9,9,0,0,12
spring-projects/spring-authorization-server:spring-security-oauth2-authorization-server,T,7.4.2,27,1026,1026,0,0,24
puniverse/quasar,F,4.10.2,N/A,,,,,0
stleary/JSON-java,T,6.3,0,709,707,0,2,1
azkaban/azkaban,F,5.0,N/A,,,,,0
CalebFenton/simplify,F,6.1.1,N/A,,,,,0
dreamhead/moco:moco-core,T,8.5,0,489,489,0,0,8
dreamhead/moco:moco-junit,T,8.5,0,16,16,0,0,9
dreamhead/moco:moco-junit5,T,8.5,0,8,8,0,0,10
dreamhead/moco:moco-runner,T,8.5,0,211,211,0,0,16
TheoKanning/openai-java:api,T,8.0.2,0,21,21,0,0,2
TheoKanning/openai-java:client,T,8.0.2,no test,,,,,2
TheoKanning/openai-java:example,T,8.0.2,no test,,,,,2
TheoKanning/openai-java:service,T,8.0.2,0,56,9,47,0,3
diffplug/spotless:lib,T,8.5,error,55,55,0,0,75
diffplug/spotless:lib-extra,T,8.5,error,36,36,0,0,79
diffplug/spotless:plugin-gradle,T,8.5,error,169,164,2,3,100
diffplug/spotless:plugin-maven,T,8.5,error,199,198,0,1,121
diffplug/spotless:testlib,T,8.5,error,245,241,0,4,128
mozilla/rhino,T,7.2,error,,,,,66
ben-manes/gradle-versions-plugin:gradle-versions-plugin,T,8.0.2,error,,,,,41
angryip/ipscan,T,7.6,error,,,,,2
deepjavalibrary/djl:api,T,8.3,2,128,128,0,0,27
deepjavalibrary/djl:basicdataset,T,8.3,0,51,51,0,0,32
deepjavalibrary/djl:djl-zero,T,8.3,0,1,0,0,1,33
deepjavalibrary/djl:engines,T,8.3,no test,,,,,34
deepjavalibrary/djl:examples,T,8.3,0,42,19,0,23,64
deepjavalibrary/djl:extensions,T,8.3,no test,,,,,64
deepjavalibrary/djl:integration,T,8.3,error,2,1,0,1,76
deepjavalibrary/djl:jacoco,T,8.3,no test,,,,,76
deepjavalibrary/djl:model-zoo,T,8.3,no test,,,,,77
deepjavalibrary/djl:testing,T,8.3,no test,,,,,77
VaughnVernon/IDDD_Samples,F,2.3,N/A,,,,,0
tronprotocol/java-tron,F,5.6.4,N/A,,,,,1
spockframework/spock,F,8.5,N/A,,,,,1
spotbugs/spotbugs:eclipsePlugin,T,8.5,no test,,,,,24
spotbugs/spotbugs:eclipsePlugin-junit,T,8.5,0,0,0,0,0,24
spotbugs/spotbugs:eclipsePlugin-test,T,8.5,no test,,,,,24
spotbugs/spotbugs:spotbugs,T,8.5,no test,,,,,25
spotbugs/spotbugs:spotbugs-annotations,T,8.5,no test,,,,,25
spotbugs/spotbugs:spotbugs-ant,T,8.5,0,0,0,0,0,25
spotbugs/spotbugs:spotbugs-tests,T,8.5,error,,,,,25
spotbugs/spotbugs:spotbugsTestCases,T,8.5,no test,,,,,26
spotbugs/spotbugs:test-harness,T,8.5,no test,,,,,26
spotbugs/spotbugs:test-harness-core,T,8.5,no test,,,,,26
spotbugs/spotbugs:test-harness-jupiter,T,8.5,0,1,1,0,0,29
JabRef/jabref,error with test,8.5,error,,,,,4
microservices-patterns/ftgo-application,F,6.9.1,N/A,,,,,0
mockito/mockito-kotlin:mockito-kotlin,T,8.1,error,,,,,3
real-logic/simple-binary-encoding,F,8.1.1,N/A,,,,,1
BruceEckel/OnJava8-Examples,F,6.8.1,N/A,,,,,0
google/binnavi,F,2.6,N/A,,,,,0
airbnb/airpal,F,2.2.1,N/A,,,,,0
grails/grails-core:grails-bom,T,7.6.3,no test,,,,,10
grails/grails-core:grails-bootstrap,T,7.6.3,0,84,74,9,1,13
grails/grails-core:grails-codecs,T,7.6.3,error,18,18,0,0,13
grails/grails-core:grails-console,T,7.6.3,no test,,,,,15
grails/grails-core:grails-core,T,7.6.3,0,240,198,39,3,23
grails/grails-core:grails-databinding,T,7.6.3,error,72,71,0,1,24
grails/grails-core:grails-dependencies,T,7.6.3,no test,,,,,25
grails/grails-core:grails-docs,T,7.6.3,error,21,21,0,0,27
grails/grails-core:grails-encoder,T,7.6.3,error,74,74,0,0,28
grails/grails-core:grails-gradle-model,T,7.6.3,no test,,,,,28
grails/grails-core:grails-logging,T,7.6.3,error,5,5,0,0,29
grails/grails-core:grails-plugin-codecs,T,7.6.3,error,7,7,0,0,32
grails/grails-core:grails-plugin-controllers,T,7.6.3,error,22,21,0,1,34
grails/grails-core:grails-plugin-databinding,T,7.6.3,error,25,25,0,0,38
grails/grails-core:grails-plugin-datasource,T,7.6.3,error,1,1,0,0,38
grails/grails-core:grails-plugin-domain-class,T,7.6.3,error,2,2,0,0,39
grails/grails-core:grails-plugin-i18n,T,7.6.3,no test,,,,,40
grails/grails-core:grails-plugin-interceptors,T,7.6.3,error,41,41,0,0,41
grails/grails-core:grails-plugin-mimetypes,T,7.6.3,error,34,34,0,0,42
grails/grails-core:grails-plugin-rest,T,7.6.3,error,39,38,0,1,46
grails/grails-core:grails-plugin-services,T,7.6.3,no test,,,,,46
grails/grails-core:grails-plugin-url-mappings,T,7.6.3,no test,,,,,46
grails/grails-core:grails-plugin-validation,T,7.6.3,0,93,90,3,0,49
grails/grails-core:grails-shell,T,7.6.3,error,18,16,0,2,51
grails/grails-core:grails-spring,T,7.6.3,no test,,,,,51
grails/grails-core:grails-test,T,7.6.3,no test,,,,,51
grails/grails-core:grails-test-suite-base,T,7.6.3,no test,,,,,51
grails/grails-core:grails-test-suite-persistence,T,7.6.3,0,82,75,3,4,63
grails/grails-core:grails-test-suite-uber,T,7.6.3,0,562,544,9,9,131
grails/grails-core:grails-test-suite-web,T,7.6.3,error,267,267,0,0,167
grails/grails-core:grails-web,T,7.6.3,error,3,3,0,0,168
grails/grails-core:grails-web-boot,T,7.6.3,error,3,3,0,0,172
grails/grails-core:grails-web-common,T,7.6.3,error,33,33,0,0,174
grails/grails-core:grails-web-databinding,T,7.6.3,error,28,28,0,0,175
grails/grails-core:grails-web-fileupload,T,7.6.3,no test,,,,,176
grails/grails-core:grails-web-mvc,T,7.6.3,error,1,1,0,0,176
grails/grails-core:grails-web-url-mappings,T,7.6.3,error,131,130,0,1,180
spring-projects/spring-loaded,F,6.8,N/A,,,,,0
real-logic/agrona,F,8.1.1,N/A,,,,,1
voldemort/voldemort,F,2.9,N/A,,,,,0
Kotlin/kotlin-koans,F,5.2.1,N/A,,,,,0
mihaip/dex-method-counts,F,3.1,N/A,,,,,0
mongodb/mongo-java-driver:bson,T,7.3,error,,,,,356
mongodb/mongo-java-driver:bson-kotlin,T,7.3,error,,,,,357
mongodb/mongo-java-driver:bson-kotlinx,T,7.3,error,,,,,357
mongodb/mongo-java-driver:bson-record-codec,T,7.3,error,,,,,357
mongodb/mongo-java-driver:bson-scala,T,7.3,error,,,,,357
mongodb/mongo-java-driver:driver-benchmarks,T,7.3,error,,,,,358
mongodb/mongo-java-driver:driver-core,T,7.3,error,,,,,358
mongodb/mongo-java-driver:driver-kotlin-coroutine,T,7.3,error,,,,,358
mongodb/mongo-java-driver:driver-kotlin-sync,T,7.3,error,,,,,358
mongodb/mongo-java-driver:driver-lambda,T,7.3,error,,,,,358
mongodb/mongo-java-driver:driver-legacy,T,7.3,error,,,,,359
mongodb/mongo-java-driver:driver-reactive-streams,T,7.3,error,,,,,359
mongodb/mongo-java-driver:driver-scala,T,7.3,error,,,,,359
mongodb/mongo-java-driver:driver-sync,T,7.3,error,,,,,359
mongodb/mongo-java-driver:driver-workload-executor,T,7.3,error,,,,,359
mongodb/mongo-java-driver:util,T,7.3,error,,,,,360
linkedin/cruise-control:cruise-control,T,7.4,error,,,,,34
linkedin/cruise-control:cruise-control-core,T,7.4,error,,,,,35
linkedin/cruise-control:cruise-control-metrics-reporter,T,7.4,error,,,,,37
fossasia/susi_server,F,5.4.1,N/A,,,,,1
osfans/trime,F,8.5,N/A,,,,,7
reactor/reactor-netty:reactor-netty,T,7.6.3,error,,,,,17
reactor/reactor-netty:reactor-netty-core,T,7.6.3,error,,,,,17
reactor/reactor-netty:reactor-netty-examples,T,7.6.3,error,,,,,17
reactor/reactor-netty:reactor-netty-graalvm-smoke-tests,T,7.6.3,error,,,,,17
reactor/reactor-netty:reactor-netty-http,T,7.6.3,error,,,,,17
reactor/reactor-netty:reactor-netty-http-brave,T,7.6.3,error,,,,,17
reactor/reactor-netty:reactor-netty-incubator-quic,T,7.6.3,error,,,,,17
hierynomus/sshj,T,8.2,error,,,,,5
Guardsquare/proguard:annotations,T,7.5,error,,,,,28
Guardsquare/proguard:ant,T,7.5,error,,,,,28
Guardsquare/proguard:base,T,7.5,error,,,,,28
Guardsquare/proguard:gradle,T,7.5,error,,,,,28
Guardsquare/proguard:gui,T,7.5,error,,,,,28
Guardsquare/proguard:proguard-app,T,7.5,error,,,,,28
Guardsquare/proguard:retrace,T,7.5,error,,,,,28
rsocket/rsocket-java:benchmarks,T,7.6.1,no test,,,,,7
rsocket/rsocket-java:rsocket-bom,T,7.6.1,no test,,,,,7
rsocket/rsocket-java:rsocket-core,T,7.6.1,0,734,715,1,18,34
rsocket/rsocket-java:rsocket-examples,T,7.6.1,0,24,15,0,9,37
rsocket/rsocket-java:rsocket-load-balancer,T,7.6.1,0,7,6,0,1,37
rsocket/rsocket-java:rsocket-micrometer,T,7.6.1,0,21,21,0,0,38
rsocket/rsocket-java:rsocket-test,T,7.6.1,no test,,,,,38
rsocket/rsocket-java:rsocket-transport-local,T,7.6.1,0,96,88,0,8,82
rsocket/rsocket-java:rsocket-transport-netty,T,7.6.1,1,255,233,2,20,344
connectbot/connectbot,F,8.0,N/A,,,,,2
apache/gobblin,F,5.6.4,N/A,,,,,0
apache/lucene:lucene,T,8.4,error,,,,,52
ethereum/ethereumj,F,5.6.2,N/A,,,,,0
marytts/marytts,F,6.9.1,N/A,,,,,0
nelenkov/android-backup-extractor,error with test,8.1,no test,,,,,1
jobrunr/jobrunr:core,error with test,8.4,error,,,,,7
jobrunr/jobrunr:framework-support,error with test,8.4,error,,,,,8
jobrunr/jobrunr:language-support,error with test,8.4,error,,,,,8
jobrunr/jobrunr:platform,error with test,8.4,error,,,,,8
jobrunr/jobrunr:tests,error with test,8.4,error,,,,,8
spring-projects/spring-kafka:spring-kafka,T,8.4,3,765,760,0,5,110
spring-projects/spring-kafka:spring-kafka-bom,T,8.4,no test,,,,,110
spring-projects/spring-kafka:spring-kafka-docs,T,8.4,no test,,,,,111
spring-projects/spring-kafka:spring-kafka-test,T,8.4,0,26,24,0,2,117
linkedin/kafka-monitor,F,5.2.1,N/A,,,,,0
unclebob/fitnesse,T,7.6,error,,,,,10
webbukkit/dynmap:{"fileName""AbstractProjectileDispenseBehavior.java","id""sourceFile"},error with test,7.4.2,error,,,,,266
webbukkit/dynmap:{"fileName""EntityProjectileOwnerFix.java","id""sourceFile"},error with test,7.4.2,error,,,,,270
webbukkit/dynmap:{"fileName""AbstractHurtingProjectile.java","id""sourceFile"},error with test,7.4.2,error,,,,,275
webbukkit/dynmap:{"fileName""Projectile.java","id""sourceFile"},error with test,7.4.2,error,,,,,281
webbukkit/dynmap:{"fileName""ProjectileUtil.java","id""sourceFile"},error with test,7.4.2,error,,,,,287
webbukkit/dynmap:{"fileName""ThrowableItemProjectile.java","id""sourceFile"},error with test,7.4.2,error,,,,,293
webbukkit/dynmap:{"fileName""ThrowableProjectile.java","id""sourceFile"},error with test,7.4.2,error,,,,,299
webbukkit/dynmap:{"fileName""ProjectileWeaponItem.java","id""sourceFile"},error with test,7.4.2,error,,,,,302
webbukkit/dynmap:bukkit-helper,error with test,7.4.2,no test,,,,,309
webbukkit/dynmap:bukkit-helper-113-2,error with test,7.4.2,no test,,,,,314
webbukkit/dynmap:bukkit-helper-114-1,error with test,7.4.2,no test,,,,,321
webbukkit/dynmap:bukkit-helper-115,error with test,7.4.2,no test,,,,,328
webbukkit/dynmap:bukkit-helper-116,error with test,7.4.2,no test,,,,,332
webbukkit/dynmap:bukkit-helper-116-2,error with test,7.4.2,no test,,,,,336
webbukkit/dynmap:bukkit-helper-116-3,error with test,7.4.2,no test,,,,,342
webbukkit/dynmap:bukkit-helper-116-4,error with test,7.4.2,no test,,,,,348
webbukkit/dynmap:bukkit-helper-117,error with test,7.4.2,no test,,,,,353
webbukkit/dynmap:bukkit-helper-118,error with test,7.4.2,no test,,,,,358
webbukkit/dynmap:bukkit-helper-118-2,error with test,7.4.2,no test,,,,,365
webbukkit/dynmap:bukkit-helper-119,error with test,7.4.2,no test,,,,,369
webbukkit/dynmap:bukkit-helper-119-3,error with test,7.4.2,no test,,,,,374
webbukkit/dynmap:bukkit-helper-119-4,error with test,7.4.2,no test,,,,,379
webbukkit/dynmap:bukkit-helper-120,error with test,7.4.2,no test,,,,,385
webbukkit/dynmap:bukkit-helper-120-2,error with test,7.4.2,no test,,,,,390
webbukkit/dynmap:bukkit-helper-120-4,error with test,7.4.2,no test,,,,,395
webbukkit/dynmap:dynmap-api,error with test,7.4.2,no test,,,,,400
webbukkit/dynmap:DynmapCore,error with test,7.4.2,no test,,,,,406
webbukkit/dynmap:DynmapCoreAPI,error with test,7.4.2,no test,,,,,409
webbukkit/dynmap:fabric-1.14.4,error with test,7.4.2,no test,,,,,415
webbukkit/dynmap:fabric-1.15.2,error with test,7.4.2,no test,,,,,421
webbukkit/dynmap:fabric-1.16.4,error with test,7.4.2,no test,,,,,425
webbukkit/dynmap:fabric-1.17.1,error with test,7.4.2,no test,,,,,432
webbukkit/dynmap:fabric-1.18.2,error with test,7.4.2,no test,,,,,439
webbukkit/dynmap:fabric-1.19.4,error with test,7.4.2,no test,,,,,446
webbukkit/dynmap:fabric-1.20,error with test,7.4.2,no test,,,,,451
webbukkit/dynmap:fabric-1.20.2,error with test,7.4.2,no test,,,,,455
webbukkit/dynmap:fabric-1.20.4,error with test,7.4.2,no test,,,,,461
webbukkit/dynmap:forge-1.14.4,error with test,7.4.2,no test,,,,,468
webbukkit/dynmap:forge-1.15.2,error with test,7.4.2,no test,,,,,472
webbukkit/dynmap:forge-1.16.5,error with test,7.4.2,no test,,,,,478
webbukkit/dynmap:forge-1.17.1,error with test,7.4.2,no test,,,,,485
webbukkit/dynmap:forge-1.18.2,error with test,7.4.2,no test,,,,,492
webbukkit/dynmap:forge-1.19.3,error with test,7.4.2,no test,,,,,497
webbukkit/dynmap:forge-1.20,error with test,7.4.2,no test,,,,,502
webbukkit/dynmap:forge-1.20.2,error with test,7.4.2,no test,,,,,508
webbukkit/dynmap:spigot,error with test,7.4.2,no test,,,,,515
pravega/pravega,F,6.8.3,N/A,,,,,0
elastic/elasticsearch-hadoop:dist,T,8.5,error,,,,,48
elastic/elasticsearch-hadoop:elasticsearch-hadoop-hive,T,8.5,0,26,26,0,0,54
elastic/elasticsearch-hadoop:elasticsearch-hadoop-mr,T,8.5,4,2844,1277,0,1567,58
elastic/elasticsearch-hadoop:elasticsearch-spark,T,8.5,4,60,60,0,0,66
elastic/elasticsearch-hadoop:elasticsearch-spark-20,T,8.5,0,44,43,0,1,72
elastic/elasticsearch-hadoop:elasticsearch-spark-30,T,8.5,0,44,43,0,1,78
elastic/elasticsearch-hadoop:qa,T,8.5,no test,,,,,81
elastic/elasticsearch-hadoop:test,T,8.5,no test,,,,,85
elastic/elasticsearch-hadoop:thirdparty,T,8.5,error,,,,,88
synthetichealth/synthea,T,8.2.1,9,603,596,0,7,747
mc1arke/sonarqube-community-branch-plugin,T,8.5,4,342,342,0,0,35
Luohuayu/CatServer,F,7.3.3,N/A,,,,,0
LuckPerms/LuckPerms:api,T,8.5,no test,,,,,42
LuckPerms/LuckPerms:bukkit,T,8.5,no test,,,,,45
LuckPerms/LuckPerms:bukkit-legacy,T,8.5,no test,,,,,48
LuckPerms/LuckPerms:bungee,T,8.5,no test,,,,,52
LuckPerms/LuckPerms:common,T,8.5,0,832,832,0,0,66
LuckPerms/LuckPerms:fabric,T,8.5,no test,,,,,69
LuckPerms/LuckPerms:forge,T,8.5,no test,,,,,73
LuckPerms/LuckPerms:nukkit,T,8.5,no test,,,,,77
LuckPerms/LuckPerms:sponge,T,8.5,no test,,,,,81
LuckPerms/LuckPerms:standalone,T,8.5,5,30,30,0,0,94
LuckPerms/LuckPerms:velocity,T,8.5,no test,,,,,96
novoda/bintray-release,F,5.4.1,N/A,,,,,0
JorenSix/TarsosDSP:core,T,7.2,0,20,20,0,0,3
JorenSix/TarsosDSP:examples,T,7.2,no test,,,,,3
JorenSix/TarsosDSP:jvm,T,7.2,no test,,,,,4
i2p/i2p.i2p,F,5.2.1,N/A,,,,,1
spring-projects/spring-session:spring-session-bom,T,8.2.1,error,,,,,27
spring-projects/spring-session:spring-session-core,T,8.2.1,error,,,,,27
spring-projects/spring-session:spring-session-data-mongodb,T,8.2.1,error,,,,,27
spring-projects/spring-session:spring-session-data-redis,T,8.2.1,error,,,,,28
spring-projects/spring-session:spring-session-dependencies,T,8.2.1,error,,,,,28
spring-projects/spring-session:spring-session-docs,T,8.2.1,error,,,,,28
spring-projects/spring-session:spring-session-hazelcast,T,8.2.1,error,,,,,28
spring-projects/spring-session:spring-session-jdbc,T,8.2.1,error,,,,,29
spring-projects/spring-session:spring-session-sample-boot-findbyusername,T,8.2.1,error,,,,,29
spring-projects/spring-session:spring-session-sample-boot-hazelcast,T,8.2.1,error,,,,,29
spring-projects/spring-session:spring-session-sample-boot-jdbc,T,8.2.1,error,,,,,29
spring-projects/spring-session:spring-session-sample-boot-mongodb-reactive,T,8.2.1,error,,,,,30
spring-projects/spring-session:spring-session-sample-boot-mongodb-traditional,T,8.2.1,error,,,,,30
spring-projects/spring-session:spring-session-sample-boot-reactive-redis-indexed,T,8.2.1,error,,,,,30
spring-projects/spring-session:spring-session-sample-boot-redis,T,8.2.1,error,,,,,30
spring-projects/spring-session:spring-session-sample-boot-redis-json,T,8.2.1,error,,,,,30
